employee_id,name,department,salary,age,years_experience,performance_score,city,hire_date,remote_work,salary_band,tenure_years
EMP0075,Employee_75,Finance,124294.50265832778,39.0,5.0,,Austin,2010-08-11,Yes,Executive,15.402739726027397
EMP0324,Employee_324,Sales,118929.12736580076,58.0,1.0,2.0,Austin,2012-08-27,Yes,Senior,13.356164383561644
EMP0239,Employee_239,HR,116863.73253278794,54.0,2.0,5.0,Austin,2011-12-16,No,Senior,14.054794520547945
EMP0497,Employee_497,HR,,,9.0,5.0,San Francisco,2014-01-28,No,,11.934246575342465
EMP0120,Employee_120,Marketing,75257.49232470608,43.0,3.0,4.0,San Francisco,2010-12-24,No,Mid,15.032876712328767
EMP0305,Employee_305,Finance,77780.6766836184,40.0,16.0,5.0,New York,2012-07-01,Yes,Mid,13.512328767123288
EMP0313,Employee_313,Engineering,103480.54038413802,56.0,5.0,2.0,,2012-07-25,No,Senior,13.446575342465753
EMP0267,Employee_267,Finance,79622.22618890338,27.0,,1.0,San Francisco,2012-03-09,No,Mid,13.824657534246576
EMP0422,Employee_422,Finance,75425.02756673045,26.0,12.0,5.0,Boston,2013-06-17,Yes,Mid,12.550684931506849
EMP0493,Employee_493,Sales,,,10.0,4.0,Chicago,2014-01-16,No,,11.967123287671233
EMP0306,Employee_306,,108186.59606728496,43.0,9.0,5.0,Austin,2012-07-04,Unknown,Senior,13.504109589041096
EMP0393,Employee_393,Sales,83511.33141799907,22.0,3.0,5.0,New York,2013-03-22,No,Mid,12.789041095890411
EMP0438,Employee_438,Operations,77743.22879120681,41.0,8.0,4.0,San Francisco,2013-08-04,Yes,Mid,12.419178082191781
EMP0404,Employee_404,Operations,51780.78132968017,58.0,4.0,5.0,Chicago,2013-04-24,Unknown,Entry,12.698630136986301
EMP0285,Employee_285,HR,109921.70384995258,47.0,1.0,3.0,San Francisco,2012-05-02,No,Senior,13.676712328767124
EMP0287,Employee_287,Marketing,78146.24811839302,62.0,,4.0,Seattle,2012-05-08,Yes,Mid,13.66027397260274
EMP0037,Employee_37,Sales,80020.71703041853,38.0,5.0,5.0,New York,2010-04-19,No,Mid,15.715068493150685
EMP0197,Employee_197,Finance,97655.6373221257,46.0,10.0,1.0,San Francisco,2011-08-12,Unknown,Senior,14.4
EMP0140,Employee_140,,48902.35798670962,55.0,0.0,,Boston,2011-02-22,Yes,Entry,14.868493150684932
EMP0384,Employee_384,Operations,121248.97115993858,24.0,3.0,4.0,San Francisco,2013-02-23,Unknown,Executive,12.863013698630137
EMP0263,Employee_263,Engineering,80381.30939582644,32.0,19.0,3.0,Boston,2012-02-26,Yes,Mid,13.857534246575343
EMP0298,Employee_298,Engineering,94787.49122455835,57.0,10.0,2.0,New York,2012-06-10,Yes,Senior,13.56986301369863
EMP0299,Employee_299,HR,60557.44382216109,29.0,14.0,5.0,Chicago,2012-06-13,No,Mid,13.561643835616438
EMP0060,Employee_60,Sales,98393.45097660075,57.0,5.0,4.0,Austin,2010-06-27,Unknown,Senior,15.526027397260274
EMP0112,Employee_112,Engineering,81193.22643832784,25.0,,4.0,,2010-11-30,Unknown,Mid,15.098630136986301
EMP0276,Employee_276,Marketing,74062.82117519216,49.0,11.0,4.0,Boston,2012-04-05,No,Mid,13.75068493150685
EMP0269,Employee_269,Sales,136467.1960649972,60.0,5.0,5.0,New York,2012-03-15,Unknown,Executive,13.808219178082192
EMP0412,Employee_412,,98630.01394745248,23.0,4.0,3.0,Seattle,2013-05-18,Yes,Senior,12.632876712328768
EMP0151,Employee_151,Operations,67791.73269432095,32.0,9.0,4.0,Chicago,2011-03-27,Unknown,Mid,14.778082191780822
EMP0296,Employee_296,Marketing,62418.96457565542,46.0,5.0,2.0,Chicago,2012-06-04,No,Mid,13.586301369863014
EMP0039,Employee_39,Finance,97907.51899170296,53.0,17.0,5.0,Chicago,2010-04-25,No,Senior,15.698630136986301
EMP0330,Employee_330,Sales,107066.03764033044,62.0,9.0,3.0,Boston,2012-09-14,No,Senior,13.306849315068494
EMP0199,Employee_199,Operations,88637.3251011699,35.0,13.0,2.0,San Francisco,2011-08-18,Yes,Mid,14.383561643835616
EMP0451,Employee_451,Finance,,55.0,1.0,4.0,,2013-09-12,No,,12.312328767123288
EMP0147,Employee_147,HR,83678.40402705366,60.0,8.0,3.0,Chicago,2011-03-15,No,Mid,14.810958904109588
EMP0148,Employee_148,Marketing,60779.67600475087,36.0,8.0,5.0,Austin,2011-03-18,Unknown,Mid,14.802739726027397
EMP0322,Employee_322,Finance,120095.8836396873,45.0,2.0,1.0,,2012-08-21,No,Executive,13.372602739726027
EMP0300,Employee_300,Engineering,99259.96860344776,50.0,4.0,4.0,New York,2012-06-16,Unknown,Senior,13.553424657534247
EMP0124,Employee_124,Engineering,68380.99767177925,50.0,12.0,3.0,Chicago,2011-01-05,No,Mid,15.0
EMP0454,Employee_454,Operations,,64.0,9.0,3.0,Boston,2013-09-21,No,,12.287671232876713
EMP0097,Employee_97,Marketing,52871.07359484855,28.0,14.0,5.0,New York,2010-10-16,Yes,Entry,15.221917808219178
EMP0240,Employee_240,Engineering,74775.68647137629,31.0,1.0,5.0,San Francisco,2011-12-19,No,Mid,14.046575342465754
EMP0332,Employee_332,Finance,88006.03522923755,55.0,0.0,3.0,Austin,2012-09-20,Unknown,Mid,13.29041095890411
EMP0098,Employee_98,Marketing,89069.27271734446,31.0,,,,2010-10-19,No,Mid,15.213698630136987
EMP0417,Employee_417,Sales,86922.41553881967,50.0,12.0,1.0,Austin,2013-06-02,Unknown,Mid,12.591780821917808
EMP0369,Employee_369,Engineering,66012.02222336114,38.0,10.0,3.0,Seattle,2013-01-09,No,Mid,12.986301369863014
EMP0123,Employee_123,Sales,85970.43255889654,35.0,16.0,5.0,Chicago,2011-01-02,No,Mid,15.008219178082191
EMP0184,Employee_184,Operations,77969.73031917383,46.0,8.0,1.0,Seattle,2011-07-04,No,Mid,14.506849315068493
EMP0203,Employee_203,Engineering,101606.71633088493,57.0,9.0,5.0,Chicago,2011-08-30,No,Senior,14.35068493150685
EMP0247,Employee_247,Marketing,81839.84202842021,62.0,14.0,3.0,Chicago,2012-01-09,Unknown,Mid,13.98904109589041
EMP0321,Employee_321,Marketing,59391.41295007434,52.0,,5.0,,2012-08-18,Yes,Entry,13.38082191780822
EMP0312,Employee_312,Engineering,59977.72847229394,31.0,13.0,4.0,Seattle,2012-07-22,Unknown,Entry,13.454794520547946
EMP0370,Employee_370,Engineering,137647.6412967478,46.0,17.0,4.0,San Francisco,2013-01-12,Unknown,Executive,12.978082191780821
EMP0495,Employee_495,Marketing,,,4.0,3.0,Austin,2014-01-22,Unknown,,11.95068493150685
EMP0418,Employee_418,Sales,75754.49422589915,22.0,,5.0,Austin,2013-06-05,Yes,Mid,12.583561643835617
EMP0297,Employee_297,Finance,74509.59467440452,40.0,2.0,2.0,Boston,2012-06-07,Unknown,Mid,13.578082191780823
EMP0126,Employee_126,Marketing,83995.23781101726,57.0,10.0,1.0,New York,2011-01-11,No,Mid,14.983561643835616
EMP0317,Employee_317,Marketing,70913.12618914482,28.0,19.0,1.0,Seattle,2012-08-06,Unknown,Mid,13.413698630136986
EMP0224,Employee_224,Sales,114920.88622978366,59.0,11.0,2.0,Boston,2011-11-01,Yes,Senior,14.178082191780822
EMP0441,Employee_441,Engineering,116591.44291461424,63.0,9.0,4.0,Boston,2013-08-13,No,Senior,12.394520547945206
EMP0220,Employee_220,Operations,122535.91625116132,53.0,12.0,4.0,Boston,2011-10-20,Unknown,Executive,14.210958904109589
EMP0130,Employee_130,Marketing,100107.82451651512,50.0,6.0,4.0,San Francisco,2011-01-23,Yes,Senior,14.95068493150685
EMP0443,Employee_443,Sales,76596.26365808285,42.0,9.0,3.0,,2013-08-19,No,Mid,12.378082191780821
EMP0302,Employee_302,Marketing,77503.58384900805,39.0,9.0,3.0,San Francisco,2012-06-22,No,Mid,13.536986301369863
EMP0406,Employee_406,Operations,89153.75374326222,58.0,,4.0,San Francisco,2013-04-30,Yes,Mid,12.682191780821919
EMP0398,Employee_398,Marketing,97211.71490567646,33.0,19.0,1.0,Boston,2013-04-06,Yes,Senior,12.747945205479452
EMP0429,Employee_429,Sales,105636.8907893727,64.0,19.0,,Seattle,2013-07-08,Yes,Senior,12.493150684931507
EMP0374,Employee_374,Finance,99006.19758817984,58.0,8.0,4.0,Chicago,2013-01-24,No,Senior,12.945205479452055
EMP0308,Employee_308,Sales,97318.71213888528,53.0,17.0,,San Francisco,2012-07-10,Unknown,Senior,13.487671232876712
EMP0295,Employee_295,Engineering,99433.4412808647,34.0,17.0,,,2012-06-01,Yes,Senior,13.594520547945205
EMP0458,Employee_458,Marketing,,38.0,10.0,3.0,New York,2013-10-03,Yes,,12.254794520547945
EMP0357,Employee_357,Engineering,72503.62844608643,23.0,19.0,1.0,Boston,2012-12-04,No,Mid,13.084931506849315
EMP0113,Employee_113,Operations,67487.63493230485,48.0,19.0,3.0,New York,2010-12-03,Unknown,Mid,15.09041095890411
EMP0180,Employee_180,Engineering,76838.49253956898,36.0,2.0,4.0,Boston,2011-06-22,Unknown,Mid,14.53972602739726
EMP0323,Employee_323,HR,43361.41184232556,41.0,1.0,4.0,Austin,2012-08-24,Yes,Entry,13.364383561643836
EMP0356,Employee_356,HR,59408.460665285966,35.0,13.0,4.0,Boston,2012-12-01,Unknown,Entry,13.093150684931507
EMP0347,Employee_347,HR,93165.05511428944,54.0,7.0,4.0,New York,2012-11-04,Yes,Senior,13.167123287671233
EMP0231,Employee_231,Finance,87187.89589209786,38.0,11.0,4.0,Boston,2011-11-22,No,Mid,14.12054794520548
EMP0394,Employee_394,Finance,97413.44195101356,26.0,5.0,3.0,Boston,2013-03-25,No,Senior,12.780821917808218
EMP0234,Employee_234,Marketing,89477.68048558263,36.0,1.0,4.0,Austin,2011-12-01,Unknown,Mid,14.095890410958905
EMP0472,Employee_472,,,,12.0,,New York,2013-11-14,Yes,,12.139726027397261
EMP0477,Employee_477,Engineering,,,18.0,3.0,San Francisco,2013-11-29,No,,12.098630136986301
EMP0165,Employee_165,Engineering,86731.795749458,58.0,9.0,5.0,San Francisco,2011-05-08,Unknown,Mid,14.663013698630136
EMP0318,Employee_318,Engineering,56830.7740727288,33.0,13.0,4.0,Austin,2012-08-09,Yes,Entry,13.405479452054795
EMP0137,Employee_137,Marketing,71747.52482108306,44.0,19.0,2.0,,2011-02-13,No,Mid,14.893150684931507
EMP0198,Employee_198,Operations,130413.85715608792,51.0,6.0,5.0,Boston,2011-08-15,Unknown,Executive,14.391780821917807
EMP0259,Employee_259,HR,80085.13871828112,36.0,12.0,5.0,San Francisco,2012-02-14,Yes,Mid,13.89041095890411
EMP0233,Employee_233,HR,94620.18463473428,53.0,5.0,4.0,,2011-11-28,Yes,Senior,14.104109589041096
EMP0116,Employee_116,Operations,123188.3328094026,43.0,2.0,4.0,San Francisco,2010-12-12,Yes,Executive,15.065753424657535
EMP0121,Employee_121,Finance,73152.12151522262,47.0,17.0,5.0,Austin,2010-12-27,Yes,Mid,15.024657534246575
EMP0419,Employee_419,Finance,76310.07545135368,56.0,,5.0,Austin,2013-06-08,No,Mid,12.575342465753424
EMP0225,Employee_225,Sales,98087.31312708116,62.0,,3.0,New York,2011-11-04,No,Senior,14.169863013698631
EMP0425,Employee_425,Engineering,81262.56711677281,33.0,2.0,3.0,Boston,2013-06-26,Yes,Mid,12.526027397260274
EMP0354,Employee_354,Engineering,105287.4013003626,63.0,11.0,4.0,Austin,2012-11-25,No,Senior,13.10958904109589
EMP0128,Employee_128,Operations,66848.72675916804,33.0,11.0,4.0,,2011-01-17,No,Mid,14.967123287671233
EMP0108,Employee_108,Finance,67774.31597343473,25.0,1.0,4.0,San Francisco,2010-11-18,Yes,Mid,15.131506849315068
EMP0442,Employee_442,,74542.79945693463,29.0,,3.0,,2013-08-16,Yes,Mid,12.386301369863014
EMP0342,Employee_342,Marketing,91951.63410723342,24.0,8.0,2.0,Austin,2012-10-20,Unknown,Senior,13.208219178082192
EMP0134,Employee_134,Sales,100027.74246743578,36.0,9.0,3.0,Chicago,2011-02-04,Yes,Senior,14.917808219178083
EMP0383,Employee_383,HR,72460.65884424465,31.0,0.0,5.0,Austin,2013-02-20,No,Mid,12.871232876712329
EMP0045,Employee_45,Sales,61334.829746684496,48.0,0.0,4.0,Chicago,2010-05-13,Yes,Mid,15.64931506849315
EMP0487,Employee_487,Engineering,,,19.0,4.0,Chicago,2013-12-29,No,,12.016438356164384
EMP0066,Employee_66,Marketing,104102.84641002477,52.0,9.0,4.0,Austin,2010-07-15,Yes,Senior,15.476712328767123
EMP0284,Employee_284,Engineering,106830.13703844923,43.0,12.0,4.0,Boston,2012-04-29,Unknown,Senior,13.684931506849315
EMP0086,Employee_86,Sales,38961.5767052883,48.0,10.0,4.0,Chicago,2010-09-13,Yes,Entry,15.312328767123288
EMP0243,Employee_243,Operations,86114.4982457739,54.0,11.0,3.0,Seattle,2011-12-28,Yes,Mid,14.021917808219179
EMP0187,Employee_187,Operations,91538.54747528324,29.0,1.0,3.0,Austin,2011-07-13,Yes,Senior,14.482191780821918
EMP0405,Employee_405,Sales,93592.36438265172,33.0,1.0,2.0,Austin,2013-04-27,Yes,Senior,12.69041095890411
EMP0160,Employee_160,Finance,69062.09489059047,38.0,6.0,3.0,Austin,2011-04-23,No,Mid,14.704109589041096
EMP0013,Employee_13,Operations,82709.20309494765,46.0,,,Boston,2010-02-06,Yes,Mid,15.912328767123288
EMP0036,Employee_36,Finance,120106.81684886408,34.0,18.0,3.0,Seattle,2010-04-16,Yes,Executive,15.723287671232876
EMP0029,Employee_29,HR,91646.28023959184,47.0,10.0,4.0,New York,2010-03-26,No,Senior,15.780821917808218
EMP0171,Employee_171,Finance,75247.87551855014,22.0,2.0,2.0,Chicago,2011-05-26,Yes,Mid,14.613698630136986
EMP0143,Employee_143,Marketing,90194.45003442964,38.0,9.0,3.0,Boston,2011-03-03,Unknown,Senior,14.843835616438357
EMP0421,Employee_421,Finance,89442.67543267425,58.0,4.0,4.0,Chicago,2013-06-14,Yes,Mid,12.558904109589042
EMP0368,Employee_368,Operations,106072.8359321568,27.0,1.0,1.0,Austin,2013-01-06,No,Senior,12.994520547945205
EMP0222,Employee_222,HR,60106.90593377166,46.0,1.0,2.0,Chicago,2011-10-26,Yes,Mid,14.194520547945206
EMP0096,Employee_96,Marketing,65889.19118799148,51.0,15.0,3.0,Seattle,2010-10-13,No,Mid,15.23013698630137
EMP0052,Employee_52,Finance,57397.970835702174,61.0,14.0,1.0,New York,2010-06-03,No,Entry,15.591780821917808
EMP0241,Employee_241,Operations,65207.90359482839,61.0,19.0,4.0,New York,2011-12-22,Yes,Mid,14.038356164383561
EMP0397,Employee_397,Operations,92603.95702011928,64.0,4.0,5.0,Boston,2013-04-03,Yes,Senior,12.756164383561643
EMP0352,Employee_352,Operations,104653.81967891028,51.0,3.0,4.0,,2012-11-19,Unknown,Senior,13.126027397260273
EMP0400,Employee_400,Finance,106615.61451109244,41.0,6.0,4.0,Chicago,2013-04-12,No,Senior,12.73150684931507
EMP0179,Employee_179,Operations,109024.27844327888,39.0,14.0,2.0,Austin,2011-06-19,No,Senior,14.547945205479452
EMP0042,Employee_42,Marketing,98721.0291999688,61.0,18.0,4.0,Austin,2010-05-04,Unknown,Senior,15.673972602739726
EMP0496,Employee_496,Sales,,,7.0,3.0,,2014-01-25,No,,11.942465753424658
EMP0409,Employee_409,Operations,63378.869191834754,27.0,,3.0,New York,2013-05-09,Yes,Mid,12.657534246575343
EMP0207,Employee_207,Engineering,94579.59651492783,23.0,3.0,4.0,Seattle,2011-09-11,Unknown,Senior,14.317808219178081
EMP0283,Employee_283,Sales,31980.60383213976,27.0,17.0,4.0,Austin,2012-04-26,Yes,Entry,13.693150684931506
EMP0359,Employee_359,Operations,95353.18040938246,26.0,5.0,5.0,Seattle,2012-12-10,Yes,Senior,13.068493150684931
EMP0255,Employee_255,Engineering,78284.30601419744,23.0,7.0,3.0,Boston,2012-02-02,Unknown,Mid,13.923287671232877
EMP0435,Employee_435,Engineering,74654.23099799256,64.0,17.0,2.0,Chicago,2013-07-26,Yes,Mid,12.443835616438356
EMP0005,Employee_5,Engineering,67031.70657303283,55.0,7.0,3.0,New York,2010-01-13,Unknown,Mid,15.978082191780821
EMP0257,Employee_257,Operations,79808.1729727279,60.0,2.0,3.0,Boston,2012-02-08,Yes,Mid,13.906849315068493
EMP0473,Employee_473,Engineering,,,7.0,3.0,,2013-11-17,Yes,,12.131506849315068
EMP0101,Employee_101,Engineering,72068.54231514948,55.0,10.0,4.0,,2010-10-28,Yes,Mid,15.189041095890412
EMP0227,Employee_227,,90599.3725263964,32.0,5.0,4.0,Boston,2011-11-10,Yes,Senior,14.153424657534247
EMP0450,Employee_450,Engineering,89684.29465073042,43.0,0.0,4.0,Seattle,2013-09-09,Yes,Mid,12.32054794520548
EMP0214,Employee_214,Sales,92546.00986089704,42.0,7.0,3.0,Boston,2011-10-02,No,Senior,14.26027397260274
EMP0445,Employee_445,Operations,58110.98977931446,29.0,16.0,3.0,San Francisco,2013-08-25,Yes,Entry,12.361643835616439
EMP0172,Employee_172,Engineering,76348.83624360758,59.0,11.0,4.0,New York,2011-05-29,Yes,Mid,14.605479452054794
EMP0293,Employee_293,Operations,103713.56786294922,44.0,19.0,5.0,Seattle,2012-05-26,Yes,Senior,13.610958904109589
EMP0216,Employee_216,Sales,66556.6935164475,51.0,5.0,2.0,,2011-10-08,Yes,Mid,14.243835616438357
EMP0062,Employee_62,Sales,66202.40427345289,59.0,2.0,4.0,Boston,2010-07-03,Unknown,Mid,15.509589041095891
EMP0048,Employee_48,Marketing,99350.84511591923,27.0,14.0,2.0,Chicago,2010-05-22,No,Senior,15.624657534246575
EMP0033,Employee_33,Engineering,108585.94368127652,34.0,13.0,2.0,San Francisco,2010-04-07,Yes,Senior,15.747945205479452
EMP0268,Employee_268,Finance,62869.48182516659,30.0,19.0,3.0,Seattle,2012-03-12,Unknown,Mid,13.816438356164383
EMP0328,Employee_328,HR,92982.7222870414,45.0,19.0,4.0,New York,2012-09-08,Yes,Senior,13.323287671232876
EMP0201,Employee_201,HR,75812.78200919511,38.0,3.0,3.0,Boston,2011-08-24,Yes,Mid,14.367123287671232
EMP0471,Employee_471,Engineering,,,7.0,3.0,,2013-11-11,No,,12.147945205479452
EMP0028,Employee_28,Marketing,110553.53643797018,26.0,8.0,3.0,,2010-03-23,Yes,Senior,15.789041095890411
EMP0411,Employee_411,Sales,84208.8969228669,35.0,6.0,3.0,Seattle,2013-05-15,Yes,Mid,12.64109589041096
EMP0261,Employee_261,HR,31062.26714116857,63.0,7.0,5.0,Chicago,2012-02-20,Yes,Entry,13.873972602739727
EMP0379,Employee_379,Operations,107985.46652571352,57.0,18.0,4.0,New York,2013-02-08,Unknown,Senior,12.904109589041095
EMP0289,Employee_289,Sales,56849.766105643575,35.0,8.0,4.0,,2012-05-14,Yes,Entry,13.643835616438356
EMP0163,Employee_163,HR,92422.91746742616,42.0,18.0,3.0,Seattle,2011-05-02,Yes,Senior,14.67945205479452
EMP0392,Employee_392,Marketing,80049.6272889699,62.0,19.0,3.0,Chicago,2013-03-19,Yes,Mid,12.797260273972602
EMP0448,Employee_448,Finance,69644.04869791743,59.0,8.0,5.0,,2013-09-03,Yes,Mid,12.336986301369864
EMP0139,Employee_139,Sales,69734.81686914967,55.0,6.0,4.0,Chicago,2011-02-19,Yes,Mid,14.876712328767123
EMP0063,Employee_63,Operations,74722.66165326613,28.0,7.0,3.0,San Francisco,2010-07-06,Unknown,Mid,15.501369863013698
EMP0136,Employee_136,Sales,95867.2038475987,32.0,3.0,2.0,New York,2011-02-10,Yes,Senior,14.901369863013699
EMP0129,Employee_129,Engineering,73464.57338863335,28.0,9.0,4.0,Austin,2011-01-20,No,Mid,14.95890410958904
EMP0135,Employee_135,Operations,51611.89437757256,53.0,9.0,3.0,Chicago,2011-02-07,No,Entry,14.90958904109589
EMP0009,Employee_9,HR,108588.80241442574,49.0,0.0,4.0,Boston,2010-01-25,Yes,Senior,15.945205479452055
EMP0327,Employee_327,HR,74101.618263821,41.0,13.0,4.0,San Francisco,2012-09-05,Yes,Mid,13.331506849315069
EMP0491,Employee_491,Marketing,,,18.0,3.0,Seattle,2014-01-10,No,,11.983561643835616
EMP0065,Employee_65,Sales,83746.41805453657,64.0,13.0,4.0,San Francisco,2010-07-12,Yes,Mid,15.484931506849316
EMP0015,Employee_15,Engineering,53111.44682411266,33.0,4.0,3.0,Boston,2010-02-12,Yes,Entry,15.895890410958904
EMP0157,Employee_157,Finance,95596.08355830566,32.0,17.0,5.0,,2011-04-14,Yes,Senior,14.728767123287671
EMP0041,Employee_41,Engineering,65701.53078839791,24.0,8.0,3.0,Boston,2010-05-01,No,Mid,15.682191780821919
EMP0380,Employee_380,Sales,70936.47149748226,44.0,6.0,2.0,Seattle,2013-02-11,Yes,Mid,12.895890410958904
EMP0485,Employee_485,HR,,,3.0,3.0,Chicago,2013-12-23,Unknown,,12.032876712328767
EMP0426,Employee_426,Marketing,76205.37883451651,63.0,16.0,4.0,Boston,2013-06-29,Yes,Mid,12.517808219178082
EMP0217,Employee_217,Sales,102392.1184021132,39.0,8.0,4.0,Seattle,2011-10-11,Yes,Senior,14.235616438356164
EMP0410,Employee_410,Engineering,106063.05706665808,41.0,9.0,1.0,San Francisco,2013-05-12,No,Senior,12.64931506849315
EMP0280,Employee_280,Finance,87128.60455383794,41.0,13.0,3.0,Seattle,2012-04-17,Yes,Mid,13.717808219178082
EMP0309,Employee_309,Finance,96862.02515936768,62.0,12.0,3.0,Chicago,2012-07-13,Unknown,Senior,13.479452054794521
EMP0455,Employee_455,Engineering,,31.0,17.0,3.0,,2013-09-24,No,,12.27945205479452
EMP0338,Employee_338,Finance,99865.2818804543,27.0,13.0,4.0,,2012-10-08,Yes,Senior,13.241095890410959
EMP0237,Employee_237,Sales,122640.48992950068,49.0,5.0,3.0,San Francisco,2011-12-10,No,Executive,14.07123287671233
EMP0208,Employee_208,HR,91673.24210573896,45.0,7.0,5.0,Chicago,2011-09-14,No,Senior,14.30958904109589
EMP0213,Employee_213,HR,76114.13479847777,29.0,8.0,,Boston,2011-09-29,Unknown,Mid,14.26849315068493
EMP0482,Employee_482,Finance,,,,2.0,San Francisco,2013-12-14,No,,12.057534246575342
EMP0252,Employee_252,Sales,86466.35934376808,47.0,16.0,2.0,New York,2012-01-24,Yes,Mid,13.947945205479453
EMP0483,Employee_483,Marketing,,,7.0,1.0,Seattle,2013-12-17,Unknown,,12.04931506849315
EMP0304,Employee_304,HR,93885.2662297208,39.0,14.0,2.0,Seattle,2012-06-28,Unknown,Senior,13.520547945205479
EMP0351,Employee_351,Marketing,90120.59468627752,57.0,14.0,,Austin,2012-11-16,Unknown,Senior,13.134246575342466
EMP0270,Employee_270,Sales,86184.36868028977,52.0,17.0,4.0,San Francisco,2012-03-18,No,Mid,13.8
EMP0202,Employee_202,Engineering,68003.11261070416,41.0,5.0,3.0,San Francisco,2011-08-27,Unknown,Mid,14.35890410958904
EMP0162,Employee_162,HR,80939.09227914014,50.0,17.0,3.0,New York,2011-04-29,Yes,Mid,14.687671232876712
EMP0044,Employee_44,Operations,49825.21027153771,61.0,10.0,5.0,Chicago,2010-05-10,Yes,Entry,15.657534246575343
EMP0218,Employee_218,Finance,112112.75717609902,52.0,6.0,3.0,Chicago,2011-10-14,Yes,Senior,14.227397260273973
EMP0402,Employee_402,Operations,94183.60158456874,64.0,6.0,5.0,,2013-04-18,Unknown,Senior,12.715068493150685
EMP0191,Employee_191,Engineering,89712.29116217131,24.0,17.0,4.0,Seattle,2011-07-25,Yes,Mid,14.449315068493151
EMP0310,Employee_310,Sales,78809.07121372019,24.0,2.0,,Chicago,2012-07-16,Unknown,Mid,13.471232876712328
EMP0260,Employee_260,Engineering,79545.5286050466,55.0,18.0,5.0,Austin,2012-02-17,No,Mid,13.882191780821918
EMP0106,Employee_106,Sales,114598.88277780052,50.0,12.0,4.0,Seattle,2010-11-12,Unknown,Senior,15.147945205479452
EMP0054,Employee_54,Operations,83889.04602206762,54.0,18.0,2.0,San Francisco,2010-06-09,No,Mid,15.575342465753424
EMP0390,Employee_390,Finance,53595.50560219087,33.0,6.0,4.0,Austin,2013-03-13,No,Entry,12.813698630136987
EMP0002,Employee_2,,122523.41678431771,25.0,7.0,3.0,,2010-01-04,No,Executive,16.002739726027396
EMP0466,Employee_466,Sales,,,18.0,3.0,Boston,2013-10-27,Unknown,,12.189041095890412
EMP0050,Employee_50,Engineering,86481.8956083955,40.0,11.0,,Austin,2010-05-28,Yes,Mid,15.608219178082193
EMP0420,Employee_420,Finance,78816.55753062721,27.0,17.0,4.0,Seattle,2013-06-11,Yes,Mid,12.567123287671233
EMP0081,Employee_81,Operations,97283.3340008685,33.0,4.0,4.0,Seattle,2010-08-29,Yes,Senior,15.353424657534246
EMP0206,Employee_206,Engineering,75446.85106469766,43.0,13.0,,,2011-09-08,Yes,Mid,14.326027397260274
EMP0035,Employee_35,,126214.95849763976,26.0,5.0,4.0,Chicago,2010-04-13,Yes,Executive,15.73150684931507
EMP0264,Employee_264,Marketing,98924.12729626836,24.0,7.0,,New York,2012-02-29,Yes,Senior,13.849315068493151
EMP0428,Employee_428,Operations,88931.0955302315,45.0,,4.0,Austin,2013-07-05,No,Mid,12.501369863013698
EMP0499,Employee_499,,,,14.0,4.0,,2014-02-03,Yes,,11.917808219178083
EMP0367,Employee_367,,65482.53494045335,60.0,9.0,2.0,Austin,2013-01-03,Yes,Mid,13.002739726027396
EMP0092,Employee_92,Finance,91225.00309087073,45.0,10.0,,,2010-10-01,Unknown,Senior,15.263013698630138
EMP0340,Employee_340,Engineering,81320.33327294642,63.0,2.0,2.0,,2012-10-14,Yes,Mid,13.224657534246575
EMP0053,Employee_53,Operations,50932.35121289691,49.0,,2.0,,2010-06-06,Unknown,Entry,15.583561643835617
EMP0346,Employee_346,HR,65432.54444769936,36.0,1.0,4.0,Boston,2012-11-01,Yes,Mid,13.175342465753424
EMP0265,Employee_265,Operations,121979.1218989069,27.0,11.0,4.0,Austin,2012-03-03,Yes,Executive,13.841095890410958
EMP0242,Employee_242,,82484.26159800704,53.0,7.0,3.0,Boston,2011-12-25,Unknown,Mid,14.03013698630137
EMP0014,Employee_14,Engineering,109756.32623946924,55.0,15.0,4.0,New York,2010-02-09,No,Senior,15.904109589041095
EMP0316,Employee_316,Finance,105980.1845167378,54.0,6.0,2.0,Chicago,2012-08-03,Unknown,Senior,13.421917808219177
EMP0089,Employee_89,Operations,117899.35427002568,61.0,13.0,1.0,New York,2010-09-22,No,Senior,15.287671232876713
EMP0388,Employee_388,Engineering,104451.0889925346,50.0,16.0,3.0,Seattle,2013-03-07,Yes,Senior,12.830136986301369
EMP0274,Employee_274,Operations,82112.79176152115,29.0,,5.0,Boston,2012-03-30,Yes,Mid,13.767123287671232
EMP0167,Employee_167,Sales,108355.64123319616,27.0,17.0,5.0,Chicago,2011-05-14,No,Senior,14.646575342465754
EMP0329,Employee_329,Marketing,84247.30595150303,53.0,17.0,3.0,Austin,2012-09-11,Yes,Mid,13.315068493150685
EMP0307,Employee_307,Marketing,63378.73344800205,58.0,5.0,3.0,Austin,2012-07-07,Unknown,Mid,13.495890410958904
EMP0464,Employee_464,HR,,,16.0,4.0,Boston,2013-10-21,Yes,,12.205479452054794
EMP0320,Employee_320,Sales,97120.1990269128,42.0,14.0,4.0,Seattle,2012-08-15,Unknown,Senior,13.389041095890411
EMP0244,Employee_244,Sales,106883.83036941897,23.0,3.0,4.0,,2011-12-31,No,Senior,14.013698630136986
EMP0055,Employee_55,HR,92681.30897878614,62.0,0.0,4.0,,2010-06-12,Yes,Senior,15.567123287671233
